service_no,user_no,inst_no,start_date,end_date,care_service,alert_service,check_service
508,13,20,2024-03-30,2024-07-31,N,N,Y
509,11,6,2023-04-30,2024-01-20,N,N,N
510,5,12,2024-03-27,2024-06-27,Y,Y,N
511,10,18,2022-08-21,2022-08-24,N,N,Y
512,1,14,2023-08-25,2023-12-29,N,Y,N
513,6,2,2020-06-02,2020-09-01,Y,Y,Y
514,15,17,2020-03-13,2020-06-02,Y,N,N
515,14,7,2023-04-18,2023-11-09,Y,Y,N
516,2,22,2021-10-28,2022-06-09,N,N,N
517,11,5,2022-07-14,2022-08-13,Y,N,N
518,15,23,2020-08-25,2021-04-15,Y,Y,N
519,10,2,2020-08-24,2021-06-10,N,Y,Y
520,11,12,2023-11-19,2023-11-24,N,N,Y
521,8,14,2020-07-08,2021-02-12,Y,Y,N
522,11,17,2022-12-07,2023-10-12,Y,Y,Y
523,14,4,2022-01-29,2022-04-02,Y,Y,Y
524,12,6,2023-03-14,2024-03-10,N,N,N
525,5,11,2024-03-24,2024-05-18,N,N,N
526,4,5,2020-10-17,2021-01-16,Y,N,Y
527,4,23,2023-05-06,2023-10-17,Y,N,N
528,14,7,2024-01-16,2024-01-30,Y,Y,N
529,7,7,2023-12-07,2024-03-27,N,N,Y
530,5,23,2023-12-03,2024-03-23,Y,N,N
531,8,23,2022-05-08,2023-05-03,Y,Y,Y
532,8,15,2022-06-15,2023-01-03,Y,N,Y
533,12,5,2020-01-13,2020-09-13,N,Y,Y
534,3,20,2020-02-25,2020-06-16,N,Y,N
535,9,4,2021-06-30,2022-05-20,N,N,Y
536,11,3,2023-10-05,2024-03-01,Y,Y,Y
537,12,6,2020-01-16,2020-09-12,N,Y,Y
538,12,7,2022-03-11,2022-12-04,N,Y,N
539,7,10,2021-02-16,2021-08-07,N,Y,Y
540,10,3,2023-05-20,2024-05-16,N,N,Y
541,12,2,2020-07-11,2021-05-05,Y,N,N
542,1,19,2020-11-05,2021-06-26,N,Y,Y
543,3,13,2020-02-08,2020-09-27,Y,Y,N
544,12,21,2020-03-04,2020-08-25,N,N,N
545,8,11,2022-04-28,2022-07-09,N,Y,Y
546,13,1,2020-05-22,2021-03-21,Y,Y,N
547,2,19,2021-11-23,2022-02-14,Y,Y,N
548,10,4,2020-12-10,2021-09-13,Y,N,N
549,15,4,2022-08-22,2023-06-15,N,N,N
550,5,21,2022-09-11,2023-08-31,N,N,Y
551,9,16,2020-01-26,2020-03-18,N,Y,N
552,12,2,2021-05-20,2021-05-26,Y,N,Y
553,5,20,2022-01-09,2022-03-26,N,Y,N
554,8,19,2023-01-22,2023-08-15,Y,N,N
555,1,11,2022-05-05,2022-08-25,Y,N,N
556,2,2,2021-07-11,2021-08-25,N,N,Y
557,1,6,2021-04-02,2021-11-03,Y,Y,Y
558,4,12,2021-05-20,2022-01-16,Y,N,N
559,8,12,2020-06-27,2020-12-16,Y,N,N
560,4,21,2022-12-28,2023-07-01,N,Y,N
561,3,17,2023-09-19,2023-09-22,Y,Y,Y
562,9,22,2022-10-11,2022-11-22,Y,Y,N
563,8,6,2023-10-08,2023-12-07,Y,N,N
564,14,1,2022-12-03,2023-09-13,Y,N,Y
565,2,18,2023-06-21,2023-08-19,Y,Y,N
566,2,21,2021-06-16,2022-02-07,Y,N,N
567,10,2,2023-01-13,2024-01-11,N,Y,Y
568,10,9,2024-04-09,2025-02-23,Y,N,N
569,10,8,2022-01-31,2022-05-27,N,N,N
570,10,16,2021-03-28,2021-11-07,Y,Y,Y
571,9,7,2024-03-28,2024-06-05,Y,Y,N
572,4,18,2020-06-27,2021-01-08,Y,Y,N
573,3,13,2024-01-25,2025-01-02,N,N,N
574,3,2,2021-11-12,2021-12-17,Y,Y,Y
575,8,18,2022-02-09,2022-04-23,N,Y,N
576,4,17,2021-11-14,2022-02-13,N,Y,N
577,12,10,2021-01-18,2021-08-25,N,Y,Y
578,7,15,2022-10-25,2023-09-19,N,Y,N
579,13,14,2021-09-22,2021-10-31,Y,N,Y
580,13,12,2022-10-04,2023-01-06,N,Y,Y
581,4,15,2020-08-02,2021-05-17,N,N,N
582,15,16,2022-10-30,2023-09-15,N,Y,N
583,7,4,2020-10-19,2021-09-12,N,Y,N
584,10,20,2022-07-07,2023-01-21,N,Y,N
585,5,6,2020-03-17,2020-10-17,N,Y,Y
586,15,11,2020-11-11,2021-04-27,Y,Y,Y
587,5,22,2022-04-12,2022-09-26,Y,Y,N
588,5,18,2022-02-24,2022-11-02,Y,N,Y
589,6,6,2024-05-16,2024-05-20,Y,Y,Y
590,7,13,2021-06-24,2022-03-09,N,Y,N
591,5,17,2024-05-13,2024-11-26,Y,Y,Y
592,8,6,2021-08-05,2022-04-18,Y,Y,Y
593,12,13,2020-09-17,2021-01-22,N,N,Y
594,9,4,2024-05-04,2024-07-17,N,N,N
595,14,4,2022-09-25,2022-10-15,N,N,Y
596,3,18,2020-08-23,2021-07-21,N,Y,N
597,5,16,2022-04-08,2022-05-21,N,Y,N
598,6,21,2021-02-21,2022-01-15,Y,Y,N
599,6,15,2022-02-03,2023-01-26,Y,N,Y
600,8,7,2021-11-12,2022-07-23,N,N,N
601,12,21,2020-11-12,2021-07-22,N,N,Y
602,11,13,2022-06-01,2022-06-21,N,Y,Y
603,4,14,2023-09-06,2024-05-16,N,Y,Y
604,1,1,2021-10-02,2022-01-15,N,N,N
605,4,21,2023-06-14,2023-07-08,N,Y,Y
606,10,10,2023-11-02,2024-07-01,Y,Y,N
607,10,3,2023-01-09,2023-05-29,N,Y,Y
608,8,1,2021-07-27,2022-01-07,N,Y,N
609,8,14,2020-05-15,2020-07-03,N,Y,Y
610,4,16,2023-07-24,2024-03-19,Y,N,N
611,11,16,2023-07-16,2024-01-18,N,Y,N
612,3,4,2023-04-05,2024-03-14,Y,Y,N
613,13,6,2023-11-08,2024-02-20,Y,Y,Y
614,12,13,2020-11-02,2020-12-24,N,N,Y
615,8,8,2020-04-25,2020-10-18,N,Y,N
616,2,8,2020-01-10,2020-09-10,N,N,N
617,1,18,2024-03-02,2024-11-26,Y,N,N
618,8,21,2022-09-10,2023-02-16,Y,Y,N
619,8,3,2023-08-15,2024-04-16,Y,N,Y
620,6,7,2024-01-10,2024-11-29,Y,Y,N
621,4,22,2020-05-27,2020-10-05,N,N,Y
622,5,12,2020-03-19,2020-07-21,N,N,Y
623,10,16,2022-04-02,2022-10-02,N,N,Y
624,13,13,2023-05-07,2024-03-26,N,Y,N
625,6,8,2020-04-25,2020-06-11,Y,Y,Y
626,6,7,2021-02-09,2021-08-23,N,Y,Y
627,6,10,2021-06-14,2021-12-03,Y,N,N
628,5,14,2021-11-14,2021-12-15,Y,N,N
629,2,6,2021-01-08,2021-10-20,N,N,N
630,14,17,2020-11-14,2021-04-28,N,Y,Y
631,7,12,2024-01-31,2025-01-25,N,Y,N
632,7,16,2023-09-16,2024-04-07,Y,N,Y
633,15,22,2023-01-26,2023-07-13,Y,N,Y
634,13,19,2022-06-07,2022-06-13,Y,N,Y
635,9,1,2022-12-04,2023-04-29,N,Y,N
636,12,13,2024-01-23,2024-05-03,Y,N,N
637,6,8,2020-01-04,2020-09-25,N,N,N
638,2,2,2023-01-23,2023-10-01,Y,N,Y
639,8,15,2024-01-02,2024-05-27,N,N,N
640,1,12,2023-04-11,2023-11-05,N,N,Y
641,15,10,2021-04-19,2021-07-06,Y,N,Y
642,4,6,2020-09-05,2021-03-25,N,N,N
643,1,7,2022-03-24,2022-08-12,Y,Y,Y
644,15,13,2024-03-17,2025-02-11,Y,Y,N
645,9,6,2020-08-02,2021-04-04,N,Y,N
646,13,9,2020-05-10,2020-06-27,Y,Y,N
647,1,5,2021-06-24,2021-07-14,Y,N,Y
648,13,13,2020-07-27,2021-07-27,Y,N,Y
649,5,4,2021-04-17,2021-11-23,Y,Y,N
650,12,15,2023-03-19,2023-08-31,Y,Y,Y
651,1,19,2021-02-21,2021-05-01,N,Y,N
652,7,19,2021-08-06,2022-03-15,Y,N,Y
653,8,5,2022-09-12,2022-11-10,Y,Y,N
654,1,5,2021-03-08,2021-03-23,N,N,Y
655,14,15,2023-05-25,2024-01-15,N,Y,N
656,12,16,2022-08-08,2022-10-01,N,Y,N
657,2,2,2023-07-06,2024-05-23,Y,Y,Y
658,12,4,2020-05-16,2021-01-23,Y,Y,Y
659,10,15,2021-03-14,2021-05-23,Y,N,Y
660,3,12,2022-08-31,2023-06-12,N,Y,N
661,10,11,2020-05-06,2021-04-12,N,N,Y
662,8,10,2022-02-04,2022-09-01,Y,Y,Y
663,13,18,2022-04-02,2022-11-25,N,Y,Y
664,5,18,2020-09-07,2021-03-21,Y,N,Y
665,7,21,2020-11-26,2021-04-26,N,Y,Y
666,6,14,2020-11-23,2021-04-12,Y,N,N
667,3,22,2024-01-20,2024-11-29,N,N,N
668,2,11,2020-03-02,2020-09-01,N,N,N
669,6,2,2021-09-14,2022-09-03,N,Y,N
670,12,5,2021-11-13,2022-02-08,N,Y,Y
671,2,22,2020-07-30,2021-05-29,Y,N,Y
672,15,16,2021-10-03,2022-07-07,N,Y,Y
673,5,1,2023-12-24,2024-03-25,N,Y,Y
674,8,2,2020-02-26,2020-07-23,N,Y,N
675,2,8,2022-07-29,2023-04-07,N,Y,Y
676,11,22,2020-08-04,2021-03-25,N,Y,N
677,4,19,2023-10-21,2024-02-13,Y,Y,Y
678,2,10,2021-02-07,2021-11-30,Y,N,N
679,2,21,2023-12-24,2024-07-08,Y,Y,Y
680,4,4,2023-01-29,2023-05-12,N,N,Y
681,5,23,2022-04-06,2022-08-10,Y,Y,N
682,13,2,2023-06-10,2024-06-06,Y,N,Y
683,3,9,2020-11-11,2021-09-07,N,N,Y
684,15,5,2022-05-22,2022-10-13,N,Y,Y
685,14,11,2020-08-11,2021-03-11,Y,N,N
686,4,7,2023-12-10,2024-01-08,N,N,N
687,8,18,2020-07-05,2020-10-25,Y,N,N
688,15,17,2020-05-23,2020-09-09,N,N,Y
689,4,8,2024-03-05,2024-12-25,N,N,N
690,13,7,2023-08-08,2024-03-03,Y,Y,N
691,5,8,2020-10-05,2020-10-17,N,Y,Y
692,6,14,2020-11-06,2021-01-26,N,Y,N
693,8,22,2021-10-25,2022-10-21,N,Y,Y
694,2,3,2024-03-20,2024-09-20,Y,Y,Y
695,10,20,2022-01-12,2022-06-16,N,N,N
696,9,16,2023-10-18,2024-04-15,N,Y,N
697,1,4,2022-06-15,2023-05-11,Y,Y,N
698,14,21,2021-07-28,2021-08-09,N,Y,Y
699,4,17,2021-06-09,2021-12-27,Y,Y,Y
700,9,21,2020-10-03,2021-05-24,N,N,Y
701,3,3,2023-04-05,2024-01-30,N,Y,Y
702,13,19,2022-05-01,2023-01-10,N,Y,Y
703,9,21,2020-11-15,2021-08-30,Y,N,Y
704,14,17,2024-04-18,2024-12-29,N,N,Y
705,3,4,2022-02-15,2022-11-25,N,N,Y
706,4,22,2024-04-30,2024-08-22,N,N,Y
707,7,14,2021-04-09,2021-09-05,Y,Y,N
708,12,2,2021-04-01,2022-03-07,Y,Y,Y
709,9,23,2023-10-04,2023-12-06,Y,Y,Y
710,2,17,2020-12-08,2021-10-02,N,N,Y
711,1,7,2022-09-28,2023-04-24,N,N,Y
712,11,12,2022-02-04,2022-10-04,Y,Y,Y
713,14,20,2020-02-16,2020-11-30,Y,N,Y
714,5,13,2021-06-26,2021-12-20,N,Y,N
715,1,3,2020-08-17,2021-05-27,Y,N,N
716,13,18,2020-07-13,2020-10-20,N,N,N
717,6,20,2020-07-24,2021-01-28,N,N,N
718,5,16,2023-05-22,2023-05-27,N,Y,Y
719,5,2,2022-12-25,2023-05-26,Y,Y,Y
720,7,14,2021-04-08,2021-09-08,N,N,N
721,6,4,2022-11-26,2023-08-09,Y,Y,N
722,5,7,2021-11-29,2022-05-06,Y,Y,Y
723,7,23,2021-02-20,2021-05-03,N,Y,N
724,15,16,2022-12-20,2023-11-17,N,Y,Y
725,15,1,2021-04-05,2021-06-17,N,Y,N
726,9,21,2024-01-04,2024-05-26,Y,N,N
727,14,14,2022-07-22,2022-12-09,Y,N,N
728,6,13,2022-12-21,2023-06-24,N,N,Y
729,15,16,2021-01-31,2021-08-14,N,N,N
730,14,12,2021-09-03,2021-09-05,Y,N,N
731,12,1,2022-12-17,2023-05-07,Y,N,Y
732,4,16,2020-11-02,2021-09-24,Y,Y,N
733,6,19,2022-06-20,2023-05-28,N,N,N
734,6,7,2023-10-07,2024-03-01,N,N,N
735,6,7,2021-06-20,2022-02-13,N,N,N
736,3,7,2020-08-12,2020-11-25,Y,N,N
737,4,16,2024-02-26,2024-12-27,N,Y,N
738,11,7,2022-04-17,2022-07-08,N,N,N
739,15,2,2022-08-10,2022-10-03,Y,N,Y
740,10,20,2022-03-08,2022-06-05,N,N,Y
741,14,12,2021-10-04,2022-09-30,Y,N,Y
742,11,15,2024-02-08,2024-11-10,N,N,N
743,6,9,2023-07-11,2024-01-30,N,N,Y
744,14,20,2020-10-10,2021-10-07,N,Y,Y
745,6,21,2020-10-03,2021-06-21,Y,N,N
746,15,6,2020-07-04,2021-01-25,N,N,Y
747,15,1,2021-07-09,2021-09-15,Y,N,N
748,13,19,2022-07-25,2022-10-08,Y,Y,Y
749,3,9,2020-03-01,2020-06-28,Y,Y,N
750,11,16,2023-09-19,2023-12-08,Y,Y,Y
751,14,21,2021-10-05,2021-12-08,Y,N,Y
752,6,21,2022-09-07,2023-03-12,N,Y,N
753,7,6,2021-03-11,2021-09-09,N,N,Y
754,2,20,2022-05-11,2023-02-27,N,N,N
755,15,9,2020-01-13,2020-12-03,N,Y,N
756,4,17,2020-07-29,2021-07-01,Y,N,Y
757,12,8,2022-02-16,2022-03-27,N,N,Y
758,2,23,2021-09-19,2022-04-12,Y,Y,N
759,5,21,2022-07-16,2023-05-03,Y,N,Y
760,15,14,2023-11-14,2024-06-29,Y,N,Y
761,8,21,2021-11-19,2022-03-06,Y,N,N
762,15,10,2024-02-12,2024-03-30,N,Y,N
763,8,4,2022-05-24,2023-04-29,N,N,Y
764,5,13,2023-02-13,2023-11-22,N,Y,Y
765,12,5,2023-12-25,2024-03-29,Y,Y,Y
766,5,13,2020-04-19,2020-10-02,Y,Y,N
767,1,12,2023-02-03,2023-05-04,N,Y,N
768,10,3,2022-11-03,2023-08-29,Y,N,N
769,3,20,2024-03-31,2024-12-19,N,N,N
770,3,2,2022-05-31,2022-06-18,N,Y,N
771,7,11,2021-05-05,2022-01-18,Y,N,N
772,6,6,2021-10-06,2022-04-22,N,Y,N
773,2,17,2023-04-02,2023-08-20,N,N,N
774,5,14,2020-05-08,2021-01-01,N,Y,Y
775,12,4,2023-12-09,2024-01-12,Y,Y,N
776,10,4,2022-04-09,2022-11-18,N,N,Y
777,14,6,2023-12-21,2024-03-23,Y,N,N
778,1,17,2022-07-01,2022-11-04,Y,N,N
779,4,8,2022-11-14,2023-05-31,Y,N,N
780,8,14,2022-04-15,2022-07-31,Y,N,N
781,4,15,2023-06-05,2024-03-06,N,Y,N
782,7,2,2023-09-15,2023-12-19,N,Y,N
783,2,10,2023-06-25,2023-11-23,N,Y,Y
784,2,21,2020-03-17,2020-05-24,N,Y,Y
785,11,13,2020-01-03,2020-06-23,Y,Y,N
786,15,8,2023-10-07,2024-02-10,N,N,N
787,11,10,2022-06-17,2022-12-13,Y,Y,N
788,6,13,2023-08-03,2024-03-14,Y,N,N
789,13,4,2020-07-08,2021-02-14,Y,Y,N
790,3,9,2023-05-04,2023-09-13,N,N,Y
791,12,2,2020-12-17,2021-01-26,N,Y,N
792,5,2,2020-03-31,2020-11-14,N,Y,Y
793,14,11,2020-08-29,2020-12-23,N,Y,N
794,14,9,2024-04-19,2025-03-24,N,N,N
795,1,14,2021-08-06,2022-05-20,N,Y,Y
796,9,22,2024-02-23,2025-02-17,N,Y,Y
797,15,22,2023-09-26,2024-04-18,N,Y,Y
798,14,4,2022-08-27,2023-08-01,Y,N,Y
799,11,6,2022-06-24,2022-10-31,N,N,Y
800,12,12,2020-09-15,2021-08-26,N,Y,Y
801,5,7,2024-02-19,2024-08-27,Y,Y,N
802,8,11,2020-03-09,2020-10-07,N,N,N
803,8,17,2020-10-16,2021-01-10,N,Y,N
804,7,2,2021-03-19,2021-09-17,Y,Y,Y
805,9,21,2023-05-20,2023-11-02,N,N,N
806,15,10,2020-05-15,2021-02-09,N,N,Y
807,15,2,2020-09-30,2021-05-12,Y,N,Y
808,7,23,2022-04-21,2023-03-10,Y,N,Y
809,8,14,2021-05-27,2022-05-12,Y,N,N
810,15,11,2021-07-27,2022-06-19,Y,Y,Y
811,14,18,2022-11-26,2023-07-23,N,Y,N
812,7,3,2020-10-21,2021-04-15,N,Y,N
813,11,7,2024-04-03,2024-11-05,Y,Y,N
814,11,10,2022-06-18,2023-05-25,N,N,N
815,2,10,2021-10-14,2022-10-09,Y,N,N
816,1,3,2022-11-12,2023-03-04,Y,Y,N
817,12,6,2024-05-26,2025-01-29,N,N,N
818,6,15,2021-12-03,2022-01-14,Y,N,Y
819,13,13,2022-04-23,2022-08-03,Y,Y,Y
820,3,3,2020-02-06,2020-02-14,Y,N,Y
821,14,23,2020-12-30,2021-06-02,N,Y,Y
822,6,4,2022-04-25,2022-11-20,Y,Y,Y
823,2,14,2024-03-08,2024-03-08,Y,N,Y
824,1,4,2021-08-20,2022-03-03,N,Y,Y
825,15,13,2023-12-18,2024-10-13,N,N,N
826,1,20,2023-12-26,2024-11-19,Y,N,N
827,3,21,2024-03-26,2025-02-27,N,Y,N
828,5,21,2020-12-25,2021-08-06,N,N,N
829,15,23,2021-04-24,2022-02-20,N,N,N
830,4,19,2022-09-05,2023-04-30,N,N,N
831,6,14,2021-08-16,2021-08-28,Y,Y,Y
832,4,16,2021-10-11,2022-08-20,Y,Y,Y
833,4,23,2020-10-26,2021-07-21,Y,Y,Y
834,8,17,2023-01-17,2023-02-11,N,Y,N
835,1,8,2024-01-07,2024-08-14,Y,Y,N
836,7,10,2020-08-06,2021-04-26,Y,Y,Y
837,7,5,2023-06-16,2023-09-08,N,N,Y
838,1,2,2021-03-19,2022-02-06,Y,Y,Y
839,2,4,2020-10-13,2021-09-08,N,N,Y
840,11,11,2022-08-06,2023-03-28,N,Y,N
841,2,8,2023-04-19,2023-07-20,N,N,N
842,10,3,2021-02-03,2021-04-11,Y,N,N
843,12,8,2024-01-31,2024-05-16,Y,Y,Y
844,4,8,2021-05-07,2022-02-21,Y,Y,Y
845,5,8,2022-10-09,2023-05-18,N,N,Y
846,2,14,2021-09-13,2022-01-16,N,Y,Y
847,12,9,2023-12-17,2024-09-21,Y,N,Y
848,3,22,2020-04-16,2020-07-03,N,Y,N
849,8,21,2022-01-30,2022-05-07,N,N,Y
850,7,2,2020-12-07,2020-12-15,N,N,N
851,12,19,2023-12-02,2024-04-05,Y,N,Y
852,15,23,2020-01-15,2020-09-30,N,N,Y
853,14,7,2020-05-26,2020-08-23,Y,N,N
854,2,2,2020-03-06,2020-06-16,Y,N,N
855,10,1,2022-09-26,2023-03-07,Y,Y,N
856,5,17,2022-08-22,2023-03-16,Y,N,N
857,5,10,2020-08-30,2021-01-26,Y,N,N
858,5,23,2020-02-05,2020-03-24,N,N,N
859,4,16,2020-01-04,2020-06-03,N,Y,N
860,10,18,2023-04-25,2023-07-26,N,Y,Y
861,11,6,2023-12-15,2024-03-19,Y,N,Y
862,7,22,2020-12-30,2021-01-01,N,Y,N
863,13,21,2020-10-01,2021-01-21,N,N,Y
864,7,3,2020-04-24,2021-01-19,Y,N,N
865,5,9,2022-06-22,2023-02-03,Y,N,N
866,14,23,2021-06-03,2022-02-05,Y,Y,Y
867,13,3,2020-03-21,2020-09-04,N,N,Y
868,5,4,2020-11-10,2021-03-31,Y,Y,Y
869,10,15,2021-04-15,2021-09-21,N,Y,Y
870,3,18,2023-10-30,2024-04-30,Y,N,N
871,11,14,2020-07-01,2021-01-16,Y,N,Y
872,9,9,2021-07-04,2022-03-09,Y,Y,N
873,15,11,2021-12-01,2022-08-10,Y,N,N
874,1,6,2021-02-11,2021-03-23,Y,N,Y
875,4,11,2023-08-23,2023-12-28,N,Y,N
876,8,19,2020-06-13,2021-04-07,Y,Y,N
877,2,15,2021-06-26,2021-08-11,Y,Y,N
878,3,19,2020-02-17,2021-01-04,N,N,N
879,2,18,2023-11-25,2024-11-14,N,N,Y
880,8,16,2022-05-23,2022-07-13,Y,Y,N
881,15,19,2022-10-30,2023-07-21,N,Y,N
882,6,12,2021-06-07,2021-08-01,Y,N,N
883,10,7,2023-04-02,2023-06-12,N,N,N
884,2,9,2021-06-20,2021-11-13,Y,Y,N
885,3,4,2022-08-23,2022-12-29,N,N,Y
886,11,6,2022-12-28,2023-01-11,Y,N,N
887,1,16,2022-02-06,2022-04-25,N,N,N
888,13,16,2023-08-22,2024-01-21,Y,N,N
889,13,15,2020-08-05,2021-01-20,Y,N,N
890,5,20,2024-05-18,2024-12-31,N,Y,Y
891,6,6,2022-06-16,2022-12-13,Y,N,N
892,9,2,2020-06-06,2020-07-14,N,N,Y
893,4,13,2024-01-11,2025-01-09,N,Y,N
894,7,13,2020-11-08,2021-05-11,N,N,N
895,11,10,2021-09-05,2022-01-09,Y,N,Y
896,14,3,2020-12-28,2021-06-09,N,N,N
897,4,17,2023-10-09,2024-05-24,Y,Y,Y
898,8,10,2022-10-15,2023-07-01,Y,N,N
899,7,3,2024-04-18,2024-07-03,Y,Y,Y
900,10,21,2020-03-05,2021-02-09,Y,Y,Y
901,1,12,2020-02-14,2020-05-18,N,Y,Y
902,9,22,2020-12-09,2021-11-05,N,Y,Y
903,8,21,2020-12-11,2021-11-19,N,Y,Y
904,1,23,2020-06-07,2020-07-09,N,N,N
905,5,4,2022-04-05,2023-01-23,Y,Y,Y
906,3,12,2024-03-22,2025-01-27,Y,Y,N
907,14,13,2023-08-02,2024-04-29,N,Y,Y
908,3,15,2022-04-21,2022-10-22,Y,N,Y
909,11,12,2023-11-16,2024-07-02,Y,N,Y
910,12,20,2020-03-04,2021-01-08,N,Y,N
911,11,7,2023-07-19,2024-06-17,N,Y,N
912,12,8,2021-01-26,2021-02-03,Y,N,Y
913,2,8,2020-06-22,2020-11-19,Y,N,N
914,12,14,2020-03-19,2020-05-17,Y,Y,Y
915,1,10,2020-07-02,2021-01-10,N,N,Y
916,3,5,2023-09-28,2024-01-08,N,Y,N
917,13,9,2020-04-23,2020-10-19,Y,Y,Y
918,15,2,2024-05-19,2025-01-05,Y,N,Y
919,14,15,2020-12-20,2021-04-13,N,Y,Y
920,14,6,2020-03-29,2020-07-09,Y,Y,N
921,5,4,2022-11-05,2023-03-23,Y,N,Y
922,15,6,2020-08-25,2020-10-28,N,Y,Y
923,9,2,2020-03-04,2020-08-29,Y,Y,Y
924,4,3,2020-01-06,2020-10-31,N,N,N
925,7,14,2023-06-09,2023-07-31,N,N,N
926,7,19,2023-04-03,2024-01-14,N,Y,N
927,1,21,2023-08-02,2024-05-26,Y,N,N
928,11,20,2021-11-17,2022-07-26,N,Y,N
929,15,21,2022-09-09,2023-04-26,N,N,N
930,12,1,2021-08-21,2022-07-28,Y,Y,N
931,6,21,2022-02-06,2022-03-26,N,Y,Y
932,8,3,2023-03-02,2023-10-27,Y,N,N
933,4,3,2024-04-03,2024-11-23,N,Y,Y
934,1,18,2023-08-11,2024-03-04,Y,Y,Y
935,7,12,2022-11-22,2023-03-14,N,N,Y
936,7,23,2024-05-25,2024-09-23,Y,N,Y
937,12,15,2020-11-04,2021-10-27,N,N,Y
938,6,15,2023-05-20,2023-11-12,Y,N,N
939,14,14,2023-03-16,2023-09-12,N,N,N
940,6,22,2023-02-24,2023-06-29,N,N,N
941,1,6,2021-05-03,2022-03-28,N,N,N
942,6,10,2020-03-08,2020-08-15,Y,Y,N
943,6,17,2020-09-29,2021-03-25,N,Y,N
944,4,19,2020-07-24,2020-08-15,Y,N,Y
945,9,10,2022-06-04,2023-03-25,N,Y,N
946,6,14,2022-06-12,2022-06-21,Y,Y,N
947,14,1,2020-12-22,2021-11-05,N,N,Y
948,15,20,2020-01-28,2020-11-13,Y,N,N
949,12,6,2022-04-02,2022-12-02,N,Y,N
950,12,9,2022-06-10,2023-02-04,N,N,N
951,8,15,2021-08-23,2021-09-03,N,N,Y
952,12,3,2020-04-04,2020-04-20,N,N,N
953,5,2,2020-05-24,2020-08-14,Y,N,Y
954,8,3,2022-12-15,2023-01-07,Y,Y,N
955,7,16,2022-01-04,2022-04-13,Y,Y,Y
956,4,2,2022-09-14,2022-12-17,Y,N,N
957,1,15,2024-02-02,2024-10-28,N,Y,Y
958,12,14,2023-08-20,2023-11-29,N,Y,N
959,15,19,2022-11-26,2022-12-31,Y,Y,N
960,10,3,2024-04-02,2024-09-16,N,N,Y
961,10,20,2022-10-07,2022-11-15,Y,Y,N
962,9,19,2022-05-06,2022-09-13,N,N,Y
963,5,11,2023-10-10,2024-06-02,N,N,Y
964,13,3,2024-02-20,2024-06-23,N,N,N
965,3,23,2020-08-30,2021-05-01,Y,Y,Y
966,15,12,2021-08-03,2021-10-04,N,Y,N
967,1,14,2021-09-27,2021-11-06,N,N,N
968,6,15,2023-12-10,2024-09-07,N,N,Y
969,6,11,2023-05-25,2024-05-22,N,N,Y
970,7,7,2021-06-09,2021-12-09,Y,Y,Y
971,4,5,2024-01-22,2024-12-12,Y,Y,N
972,6,3,2021-07-31,2022-03-15,Y,Y,Y
973,2,17,2020-07-29,2020-09-29,Y,Y,N
974,11,23,2020-07-04,2021-03-03,Y,N,Y
975,15,19,2021-03-10,2022-02-28,N,N,Y
976,2,5,2024-02-27,2025-02-05,N,Y,Y
977,3,11,2022-09-29,2023-07-26,Y,Y,N
978,15,16,2024-03-15,2024-06-01,N,Y,N
979,14,19,2022-03-26,2022-06-30,N,Y,Y
980,2,16,2020-10-03,2020-11-02,Y,Y,Y
981,8,1,2020-02-24,2020-08-02,Y,N,Y
982,8,5,2022-05-11,2023-02-20,Y,N,Y
983,3,4,2023-03-06,2024-01-10,N,Y,N
984,9,3,2020-02-09,2021-01-30,Y,N,N
985,13,13,2023-02-23,2023-09-01,N,Y,Y
986,11,9,2023-06-12,2024-04-09,N,Y,Y
987,5,5,2020-11-04,2021-09-28,N,Y,Y
988,7,3,2022-09-21,2023-06-29,Y,Y,Y
989,9,19,2021-12-29,2022-08-28,Y,N,N
990,9,21,2022-10-08,2023-06-02,Y,Y,N
991,2,15,2020-05-11,2020-10-06,Y,N,N
992,7,3,2021-10-04,2021-12-04,Y,N,N
993,10,20,2024-02-14,2024-12-02,Y,N,Y
994,14,7,2023-05-18,2024-03-09,N,N,N
995,3,18,2021-03-26,2021-08-15,Y,Y,N
996,15,9,2020-06-18,2021-02-21,N,N,N
997,14,5,2022-06-28,2022-08-12,N,Y,N
998,14,13,2020-12-04,2021-10-06,Y,Y,N
999,13,12,2021-06-15,2021-08-30,Y,Y,N
1000,14,18,2024-03-22,2025-03-10,Y,Y,N
1001,11,17,2022-03-05,2022-06-12,N,Y,Y
1002,1,13,2024-05-30,2025-03-14,Y,Y,N
1003,15,14,2022-05-20,2022-06-20,Y,N,Y
1004,10,8,2023-12-30,2024-12-03,N,N,Y
1005,1,7,2021-10-29,2022-08-25,Y,N,Y
1006,14,21,2024-03-16,2024-10-27,Y,N,N
1007,1,13,2023-09-21,2024-04-19,Y,Y,N
1008,8,15,2022-04-03,2022-12-08,N,N,Y
1009,12,6,2024-04-23,2024-07-15,N,N,Y
1010,9,22,2024-03-21,2024-06-15,N,N,Y
1011,10,18,2023-06-17,2023-06-17,Y,N,Y
1012,13,22,2020-12-03,2021-06-04,Y,Y,N
1013,14,3,2022-06-05,2023-03-08,Y,Y,Y
1014,3,21,2021-12-04,2022-02-19,N,N,N
